Phrase,Sentiment,Processed_Content
A film about female friendship that men can embrace and women,4,' film female friendship men embrace women '
movie moment gems,4,'movie moment gems '
Both a successful adaptation and an enjoyable film in its own right,4,'both successful adaptation enjoyable film right '
the documentary gives an especially poignant portrait of her friendship with the never flagging legal investigator David Presson .,4,'the documentary gives especially poignant portrait friendship never flagging legal investigator david preston . '
worked wonders with the material,4,'worked wonders material '
thought the relationships were wonderful,4,'thought relationships wonderful '
"The AAA of action , XXX is a blast of adrenalin , rated EEE for excitement .",4,"'the aa action , xx blast adrenaline , rated ee excitement . '"
"try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .",4,"'try balance pointed , often decisive satire unleashed sweetness , results sometimes bracing , sometimes battling quite often , unexpected ways , touching . '"
rich and intelligent,4,'rich intelligent '
"the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes",4,"'the year exquisite acting , inventive screenplay , mesmerizing music , many inevitable scenes '"
triumphantly returns to narrative filmmaking with a visually masterful work of quiet power .,4,'triumphant returns narrative filmmaking visually masterful work quiet power . '
"-- like a rather unbelievable love interest and a meandering ending -- this '60s caper film is a riveting , brisk delight .",4,"`` like rather unbelievable love interest meandering ending '60s paper film riveting , brisk delight . ''"
Manages to be both hugely entertaining and uplifting .,4,'manages hugely entertaining uplifting . '
is one of the outstanding thrillers of recent years,4,'is one outstanding thrillers recent years '
"is it a charming , funny and beautifully crafted import",4,"'is charming , funny beautifully crafted import '"
cheery,4,'cherry '
good clean fun,4,'good clean fun '
"the humor , characterization , poignancy , and intelligence",4,"'the humor , characterization , pregnancy , intelligence '"
"Adams , with four scriptwriters , takes care with the characters , who are so believable that you feel what they feel .",4,"'adams , four scriptwriter , takes care characters , believable feel feel . '"
of the most original American productions this year,4,'of original american productions year '
this masterful,4,'this masterful '
a true talent,4,' true talent '
A jaw-droppingly beautiful work,4,' jaw dropping beautiful work '
"you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you",4,"`` 're happy listening movies watching , slow parade human faulty fascinated ''"
"Invincible shows he 's back in form , with an astoundingly rich film .",4,"`` invincible shows 's back form , astounding rich film . ''"
fascinating curiosity piece,4,'fascinating curiosity piece '
the film is well-crafted and this one is,4,'the film well crafted one '
"irresistible , languid romanticism",4,"'irresistible , langue romanticism '"
a great American adventure and a wonderful film to bring to IMAX,4,' great american adventure wonderful film bring max '
be this good,4,'be good '
fast paced and suspenseful Argentinian thriller,4,'fast paced suspenseful argentina thriller '
An engrossing and infectiously enthusiastic documentary,4,'an grossing infectious enthusiastic documentary '
best and most exciting movies,4,'best exciting movies '
as simultaneously funny,4,'as simultaneously funny '
", Blue Crush thrillingly uses modern technology to take the viewer inside the wave .",4,"' , blue crush thrilling uses modern technology take viewer inside wave . '"
", so it 's not a brilliant piece of filmmaking , but it is a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast .",4,"`` , 's brilliant piece filmmaking , funny lrb sometimes hilarious rr comedy left sense humor , playful spirit game cast . ''"
bring out joys in our lives that we never knew,4,'bring joys lives never knew '
flawed and brilliant,4,'flawed brilliant '
heartfelt and hilarious,4,'heartfelt hilarious '
smartly written motion picture,4,'shortly written motion picture '
make this worth a peek,4,'make worth peek '
"Elegant and eloquent -LRB- meditation -RRB- on death and that most elusive of passions , love .",4,"'elegant eloquent lrb meditation rr death elusive passions , love . '"
"bright , inventive",4,"'bright , inventive '"
breathtakingly spectacular,4,'breathtaking spectacular '
"The film brilliantly shines on all the characters , as the direction is intelligently accomplished .",4,"'the film brilliantly shines characters , direction intelligent accomplished . '"
A technical triumph and an extraordinary,4,' technical triumph extraordinary '
the well-wrought story,4,'the well wrought story '
's a movie that accomplishes so much that one viewing ca n't possibly be enough,4,`` 's movie accomplishes much one viewing ca n't possibly enough ''
a youthful and good-looking diva and tenor and richly handsome locations,4,' youthful good looking diva tenor richly handsome locations '
being very funny,4,'being funny '
"is a celebration of feminine energy , a tribute to the power of women to heal",4,"'is celebration feminine energy , tribute power women heal '"
rich veins of funny stuff in this movie,4,'rich veins funny stuff movie '
an astonishing voice cast,4,'an astonishing voice cast '
a fascinating part of theater history,4,' fascinating part theater history '
warm and well-told tale,4,'warm well told tale '
Simply and eloquently articulates the tangled feelings of particular New Yorkers deeply touched by an unprecedented tragedy .,4,'simply eloquent articulated tangled feelings particular new workers deeply touched unprecedented tragedy . '
with the right actors and with the kind of visual flair that shows what great cinema can really do,4,'with right actors kind visual flair shows great cinema really '
is powerful and provocative .,4,'is powerful provocative . '
Highly watchable stuff .,4,'highly watchable stuff . '
A fun family movie that 's suitable for all ages -- a movie that will make you laugh,4,`` fun family movie 's suitable ages movie make laugh ''
good and ambitious film,4,'good ambitious film '
"that gives viewers a chance to learn , to grow , to travel",4,"'that gives viewers chance learn , grow , travel '"
A great script,4,' great script '
to great performances,4,'to great performances '
with bracing intelligence and a vision both painterly and literary,4,'with bracing intelligence vision painter literary '
feeling like no other film in recent history,4,'feeling like film recent history '
has an infectious enthusiasm,4,'has infectious enthusiasm '
"keep you watching , as will the fight scenes",4,"'keep watching , fight scenes '"
"this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",4,"`` makes perfectly acceptable , occasionally enjoyable children 's entertainment . ''"
"get a nomination for a best-foreign-film Oscar : Make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture",4,"'get nomination best foreign film oscar : make movie whimsical folk learn nonchallenging , life affirming lesson walking around foreign city stunning architecture '"
fun with the quirks of family life,4,'fun quirks family life '
saw an audience laugh so much during a movie,4,'saw audience laugh much movie '
marvelous documentary touches,4,'marvelous documentary touches '
is visually dazzling,4,'is visually dazzling '
attractive and talented,4,'attractive talented '
make for some robust and scary entertainment .,4,'make robust scary entertainment . '
Evokes the 19th century with a subtlety that is an object lesson in period filmmaking,4,'evokes 19th century subtlety object lesson period filmmaking '
"'s a work that , with humor , warmth , and intelligence , captures a life interestingly lived",4,"`` 's work , humor , warmth , intelligence , captures life interesting lived ''"
"creativity , and fearlessness",4,"'creativity , fearlessness '"
she 's never been better in this colorful bio-pic of a Mexican icon,4,`` 's never better colorful bio pic mexican icon ''
amazing finesse,4,'amazing finesse '
its splendor,4,'its splendor '
is a feast for the eyes,4,'is feast eyes '
"As commander-in-chief of this film , Bigelow demonstrates a breadth of vision and an attention to detail that propels her into the upper echelons of the directing world .",4,"'as commander chief film , below demonstrates breadth vision attention detail propel upper echelon directing world . '"
actually looks as if it belongs on the big screen,4,'actually looks belongs big screen '
"a funny , puzzling movie",4,"' funny , puzzling movie '"
"Every moment crackles with tension , and by the end of the flick , you 're on the edge of your seat",4,"`` every moment tackles tension , end flick , 're edge seat ''"
makes you crave Chris Smith 's next movie .,4,`` makes grave chris smith 's next movie . ''
A fascinating case study,4,' fascinating case study '
Great character,4,'great character '
"Mr. Deeds is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",4,"'mr . deeds sure give lot laughs simple , sweet romantic comedy . '"
coupled with pitch-perfect acting,4,'coupled pitch perfect acting '
"is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",4,"'is sure give lot laughs simple , sweet romantic comedy . '"
inventive cinematic tricks and an ironically killer soundtrack,4,'inventive cinematic tricks ironically killer soundtrack '
has enough moments to keep it entertaining .,4,'has enough moments keep entertaining . '
childhood imagination,4,'childhood imagination '
"This is a movie full of grace and , ultimately , hope .",4,"'this movie full grace , ultimately , hope . '"
shimmeringly lovely,4,'shimmeringly lovely '
"If you ever wanted to be an astronaut , this is the ultimate movie experience -",4,"'if ever wanted astronaut , ultimate movie experience '"
is every bit as fascinating,4,'is every bit fascinating '
"goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"'goes quickly , funniest jokes movie year , including intended adults '"
it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals,4,`` 's notably better acted far less class recent efforts burgeoning genre films black urban professionals ''
the visceral excitement of a sports extravaganza,4,'the visceral excitement sports extravagant '
A terrific date movie,4,' terrific date movie '
boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival,4,'boarders venice beach deserved co winner audience award documentaries sundance film festival '
energetic and original,4,'energetic original '
gorgeously strange movie,4,'gorgeous strange movie '
could n't have done any better in bringing the story of Spider-Man to the big screen .,4,`` could n't done better bringing story spider man big screen . ''
Great fun both for sports aficionados and for ordinary louts whose idea of exercise is climbing the steps of a stadium-seat megaplex,4,'great fun sports aficionados ordinary lots whose idea exercise climbing steps stadium seat megaplex '
the best espionage picture to come out in weeks,4,'the best espionage picture come weeks '
"bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes",4,"`` bounds along rat tat energy girl friday , `` maintaining light touch tackling serious themes ''"
"As quiet , patient and tenacious as Mr. Lopez himself , who approaches his difficult , endless work with remarkable serenity and discipline .",4,"'as quiet , patient tenacious mr. lopez , approaches difficult , endless work remarkable seventy discipline . '"
exhilarating documentary,4,'exhilarating documentary '
It 's the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more .,4,`` 's kind effectively creepy scary thriller fighting far corner screen times nerves ca n't take . ''
allows his cast the benefit of being able to give full performances ... while demonstrating vividly that the beauty and power of the opera reside primarily in the music itself,4,'allows cast benefit able give full performances . demonstrating vividly beauty power opera reside primarily music '
peculiar and always entertaining,4,'peculiar always entertaining '
is no doubt that Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone,4,`` doubt krawczyk deserves huge amount credit film 's thoroughly winning tone ''
rare quality,4,'rare quality '
", this is the ultimate movie experience",4,"' , ultimate movie experience '"
"is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth .",4,"'is remarkable epic scope , startling intimacy achieves despite breadth . '"
has a cinematic fluidity and sense of intelligence that makes it work more than it probably should .,4,'has cinematic fluidity sense intelligence makes work probably . '
"wit , humor and snappy dialogue",4,"'wit , humor happy dialogue '"
profound cinema,4,'profound cinema '
to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today,4,'to put lump throat affirming washington possibly best actor working movies today '
soars every bit as high,4,'soars every bit high '
enjoyably over-the-top,4,'enjoyable top '
if the film is well-crafted and this one is,4,'if film well crafted one '
charming result,4,'charming result '
"'s a wonderful , sobering , heart-felt drama",4,"`` 's wonderful , covering , heart felt drama ''"
"to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic",4,"'to inject pure fantasy character , melanie carmichael , massive infusion old fashioned hollywood magic '"
"... a delightfully unpredictable , hilarious comedy with wonderful performances that tug at your heart in ways that utterly transcend gender labels .",4,"' . delightful unpredictable , hilarious comedy wonderful performances tug heart ways utterly transcend gender labels . '"
"It 's coherent , well shot , and tartly acted ,",4,"`` 's coherent , well shot , partly acted , ''"
it 's a film that affirms the nourishing aspects of love and companionship .,4,`` 's film affirms flourishing aspects love companionship . ''
"that 's destined to win a wide summer audience through word-of-mouth reviews and , not far down the line , to find a place among the studio 's animated classics",4,"`` 's destined win wide summer audience word mouth reviews , far line , find place among studio 's animated classics ''"
"What could have easily become a cold , calculated exercise in postmodern pastiche winds up a powerful and deeply moving example of melodramatic moviemaking .",4,"'what could easily become cold , calculated exercise postmodern particle winds powerful deeply moving example melodramatic moviemaking . '"
emotionally and narratively complex filmmaking,4,'emotionally narrative complex filmmaking '
"sensitive , smart , savvy , compelling coming-of-age drama",4,"'sensitive , smart , savvy , compelling coming age drama '"
"feminine energy , a tribute to the power of women to heal",4,"'feminine energy , tribute power women heal '"
"so marvelously compelling is present Brown as a catalyst for the struggle of black manhood in restrictive and chaotic America ... sketchy but nevertheless gripping portrait of Jim Brown , a celebrated wonder in the spotlight",4,"'so marvelous compelling present brown catalyst struggle black manhood restrictive chaotic america . sketchy nevertheless gripping portrait jim brown , celebrated wonder spotlight '"
An engrossing and grim portrait of hookers : what they think of themselves and their clients .,4,'an grossing grim portrait hooker : think clients . '
perfection,4,'perfection '
Puts a refreshing and comical spin on the all-too-familiar saga of the contemporary single woman,4,'puts refreshing comical spin familiar saga contemporary single woman '
"The art direction is often exquisite ,",4,"'the art direction often exquisite , '"
zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special,4,'tips along b movie verve adding rich details go broke acting herald something special '
are fantastic,4,'are fantastic '
deserves an Oscar nomination .,4,'deserves oscar nomination . '
a stunning technical achievement,4,' stunning technical achievement '
"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",4,"' fiercely clever subtle film , capturing precarious balance extravagant confidence exiled aristocracy cruel earnestness victorious revolutionaries . '"
it is impossible not to be awed by the power and grace of one of the greatest natural sportsmen of modern times .,4,'it impossible aged power grace one greatest natural sportsmen modern times . '
funny for grown-ups as for rugrats,4,'funny grown ups regrets '
One of the best movies of the year,4,'one best movies year '
love it,4,'love '
"endearing , masterful",4,"'entering , masterful '"
"The leads are natural and lovely , the pace is serene , the humor wry and sprightly .",4,"'the leads natural lovely , pace serene , humor wry slightly . '"
an excellent companion piece,4,'an excellent companion piece '
begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,4,'begins conventional thriller evolves gorgeous atmospheric meditation life changing chance encounters . '
"sensational , real-life 19th-Century crime",4,"'sensational , real life 19th century crime '"
", the tale has turned from sweet to bittersweet , and when the tears come during that final , beautiful scene , they finally feel absolutely earned .",4,"' , tale turned sweet bittersweet , tears come final , beautiful scene , finally feel absolutely earned . '"
"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",4,"`` victor rosa leguizamo 's best movie work far , subtle richly internalized performance . ''"
mesmerizing,4,'mesmerizing '
none can equal,4,'none equal '
"more interesting -- and , dare I say ,",4,"'more interesting , dare say , '"
"Tavernier 's film bounds along with the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes .",4,"`` tavernier 's film bounds along rat tat energy girl friday , `` maintaining light touch tackling serious themes . ''"
"at the edge of your seat with its shape-shifting perils , political intrigue and brushes",4,"'at edge seat shape shifting perils , political intrigue brushes '"
"A fine production with splendid singing by Angela Gheorghiu , Ruggero Raimondi , and Roberto Alagna .",4,"' fine production splendid singing angela gheorghiu , rugged raymond , roberto align . '"
makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,4,`` makes one purely enjoyable satisfying evenings movies 've . ''
"knows everything and answers all questions , is visually smart , cleverly written , and",4,"'knows everything answers questions , visually smart , cleverly written , '"
"sweet , genuine",4,"'sweet , genuine '"
ingenious,4,'ingenious '
a fascinating study of the relationship between mothers,4,' fascinating study relationship mothers '
of true inspiration,4,'of true inspiration '
have put together a bold biographical fantasia .,4,'have put together bold biographical fantasia . '
'' is a perfect family film to take everyone to since there 's no new `` A Christmas Carol '' out in the theaters this year .,4,`` `` perfect family film take everyone since 's new christmas carol `` theaters year . ''
this is sure to raise audience 's spirits and leave them singing long after the credits roll .,4,`` sure raise audience 's spirits leave singing long credits roll . ''
see this terrific film with your kids --,4,'see terrific film kids '
a subtle and richly internalized performance,4,' subtle richly internalized performance '
constant smiles and frequent laughter,4,'constant smiles frequent laughter '
"Brims with passion : for words , for its eccentric , accident-prone characters , and for the crazy things that keep people going in this crazy life .",4,"'rims passion : words , eccentric , accident prone characters , crazy things keep people going crazy life . '"
"Call it magic realism or surrealism , but Miss Wonton floats beyond reality with a certain degree of wit and dignity .",4,"'call magic realism surrealist , miss onto floats beyond reality certain degree wit dignity . '"
an old-fashioned nature film that educates viewers with words and pictures while entertaining them,4,'an old fashioned nature film educates viewers words pictures entertaining '
perfectly executed and wonderfully sympathetic,4,'perfectly executed wonderfully sympathetic '
with an assurance worthy of international acclaim,4,'with assurance worthy international acclaim '
", Alias Betty is richly detailed , deftly executed and utterly absorbing .",4,"' , alias betty richly detailed , deeply executed utterly absorbing . '"
most purely enjoyable and satisfying,4,'most purely enjoyable satisfying '
you ca n't help but feel ` stoked . ',4,`` ca n't help feel stored . ' ''
... one of the most entertaining monster movies in ages ...,4,' . one entertaining monster movies ages . '
The animation and backdrops are lush and inventive,4,'the animation backdrop lush inventive '
"Fast-paced and wonderfully edited , the film is extremely thorough .",4,"'fast paced wonderfully edited , film extremely thorough . '"
"takes a classic story , casts attractive and talented actors",4,"'takes classic story , casts attractive talented actors '"
One of the most exciting action films to come out of China in recent years .,4,'one exciting action films come china recent years . '
its own brilliance,4,'its brilliance '
succeeds .,4,'succeeds . '
is terrific,4,'is terrific '
among the best films of the year,4,'among best films year '
"Armed with a game supporting cast , from the pitch-perfect Forster to the always hilarious Meara and Levy , Like Mike shoots and scores , doing its namesake proud .",4,"'armed game supporting cast , pitch perfect foster always hilarious mara levy , like mike shoots scores , namesake proud . '"
"you can enjoy much of Jonah simply , and gratefully , as laugh-out-loud lunacy with a pronounced Monty Pythonesque flavor .",4,"'you enjoy much jonas simply , grateful , laugh loud legacy pronounced month pythonesque flavor . '"
"is first-rate , especially Sorvino",4,"'is first rate , especially sorting '"
Interesting and thoroughly,4,'interesting thoroughly '
The film is impressive for the sights and sounds of the wondrous beats the world has to offer .,4,'the film impressive sights sounds wondrous beats world offer . '
"honest , and enjoyable comedy-drama",4,"'honest , enjoyable comedy drama '"
"The power of this script , and the performances that come with it",4,"'the power script , performances come '"
"The actors are simply too good , and the story too intriguing",4,"'the actors simply good , story intriguing '"
", viscerally exciting , and dramatically moving , it 's the very definition of epic adventure .",4,"`` , visceral exciting , dramatically moving , 's definition epic adventure . ''"
featuring an Oscar-worthy performance,4,'featuring oscar worthy performance '
"In addition to gluing you to the edge of your seat , Changing Lanes is also a film of freshness , imagination and insight .",4,"'in addition going edge seat , changing lanes also film freshness , imagination insight . '"
touching and funny,4,'touching funny '
well-meaning and sincere,4,'well meaning sincere '
rooted in a sincere performance by the title character undergoing midlife crisis .,4,'rooted sincere performance title character undergoing midwife crisis . '
may be Burns 's strongest film since The Brothers McMullen .,4,`` may burns 's strongest film since brothers mcmullen . ''
will find in these characters ' foibles a timeless and unique perspective .,4,`` find characters ' files timeless unique perspective . ''
"a spoof comedy that carries its share of laughs -- sometimes a chuckle , sometimes a guffaw and , to my great pleasure , the occasional belly laugh",4,"' spoof comedy carries share laughs sometimes chuck , sometimes guffaw , great pleasure , occasional belly laugh '"
be an enjoyable choice for younger kids,4,'be enjoyable choice younger kids '
well-made and satisfying,4,'well made satisfying '
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",4,"`` beautifully shot , delicate scored powered set heartfelt performances , 's lyrical endeavour . ''"
"a funny -LRB- sometimes hilarious -RRB- comedy with a deft sense of humor about itself , a playful spirit and a game cast",4,"' funny lrb sometimes hilarious rr comedy left sense humor , playful spirit game cast '"
the best film so far this year is a franchise sequel starring Wesley Snipes,4,'the best film far year franchise sequel starring wesley sniper '
a rich and intelligent film that uses its pulpy core conceit to probe questions of attraction and interdependence and how the heart accomodates practical needs .,4,' rich intelligent film uses pulp core concept probe questions attraction interdependence heart accommodates practical needs . '
wonderful on the big screen,4,'wonderful big screen '
"Better still , he does all of this , and more , while remaining one of the most savagely hilarious social critics this side of Jonathan Swift .",4,"'better still , , , remaining one savage hilarious social critics side jonathan swift . '"
"'s consistently funny , in an irresistible junior-high way , and consistently free",4,"`` 's consistently funny , irresistible junior high way , consistently free ''"
"A vivid , sometimes surreal",4,"' vivid , sometimes surreal '"
immensely appealing couple,4,'immensely appealing couple '
always looks good,4,'always looks good '
Morton deserves an Oscar nomination .,4,'morton deserves oscar nomination . '
The movie certainly has its share of clever moments and biting dialogue,4,'the movie certainly share clever moments biting dialogue '
"The movie is brilliant , really .",4,"'the movie brilliant , really . '"
may rate as the most magical and most fun family fare of this or any recent holiday season,4,'may rate magical fun family fare recent holiday season '
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade .",4,"'brings spectacular completion one complex , generous subversive artworks last decade . '"
Offers a guilt-free trip into feel-good territory,4,'offers guilt free trip feel good territory '
Wonderful fencing scenes,4,'wonderful fencing scenes '
stunning new young talent,4,'stunning new young talent '
"is the score , as in the songs translate well to film",4,"'is score , songs translate well film '"
in which the talent is undeniable,4,'in talent undeniable '
"called a solid success ,",4,"'called solid success , '"
"an extraordinary film , not least",4,"'an extraordinary film , least '"
appreciates the art and reveals a music scene that transcends culture and race .,4,'appreciates art reveals music scene transcends culture race . '
be swept up in Invincible,4,'be swept invincible '
Kudos to the most enchanting film of the year,4,'kudos enhancing film year '
make this surprisingly decent flick worth a summertime look-see .,4,'make surprisingly decent flick worth summertime look see . '
the bizarre is credible and the real turns magical,4,'the bizarre credible real turns magical '
"It has fun with the quirks of family life , but it also treats the subject with fondness and respect",4,"'it fun quirks family life , also treats subject fondness respect '"
A thought-provoking picture .,4,' thought provoking picture . '
is a movie that deserves recommendation,4,'is movie deserves recommendation '
'm happy to have seen it --,4,`` 'm happy seen ``
loved the look of this film .,4,'loved look film . '
It 's that rare family movie -- genuine and sweet without relying on animation or dumb humor .,4,`` 's rare family movie genuine sweet without relying animation dumb humor . ''
a heavyweight film that fights a good fight on behalf of the world 's endangered reefs,4,`` heavyweight film fights good fight behalf world 's endangered reefs ''
Beautifully crafted and cooly unsettling,4,'beautifully crafted cool unsettling '
compelling film .,4,'compelling film . '
"with a solid pedigree both in front of and , more specifically , behind the camera",4,"'with solid pedigree front , specifically , behind camera '"
new kind,4,'new kind '
done a fine job of updating White 's dry wit to a new age,4,`` done fine job updating white 's dry wit new age ''
"never gets too cloying thanks to the actors ' perfect comic timing and sweet , genuine chemistry .",4,"`` never gets closing thanks actors ' perfect comic timing sweet , genuine chemistry . ''"
elegantly considers various levels of reality and uses shifting points of view,4,'elegant considers various levels reality uses shifting points view '
the wonderful cinematography and naturalistic acting,4,'the wonderful cinematography naturalistic acting '
succeed merrily at their noble endeavor .,4,'succeed merely noble endeavor . '
is mostly admirable,4,'is mostly admirable '
Treasure Planet rivals the top Japanese animations of recent vintage .,4,'treasure planet rivals top japanese animations recent vintage . '
extraordinary film,4,'extraordinary film '
's stylishly directed with verve ...,4,`` 's stylish directed verve . ''
"completely honest , open-hearted film",4,"'completely honest , open hearted film '"
What a great way to spend 4 units of your day,4,'what great way spend 4 units day '
A funny and touching film that is gorgeously,4,' funny touching film gorgeous '
I encourage young and old alike to go see this unique and entertaining twist on the classic whale 's tale --,4,`` encourage young old alike go see unique entertaining twist classic whale 's tale ``
incredibly captivating and insanely funny,4,'incredibly captivating instantly funny '
"is in many ways the perfect festival film : a calm , self-assured portrait of small town regret , love , duty and friendship that appeals to the storytelling instincts of a slightly more literate filmgoing audience",4,"'is many ways perfect festival film : calm , self assured portrait small town regret , love , duty friendship appeals storytelling instincts slightly literate filming audience '"
One of the greatest films I 've ever seen .,4,`` one greatest films 've ever seen . ''
smart,4,'smart '
enjoyable film,4,'enjoyable film '
"that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults",4,"'that goes quickly , funniest jokes movie year , including intended adults '"
Offers a clear-eyed chronicle of a female friendship that is more complex and honest than anything represented in a Hollywood film,4,'offers clear eyed chronicle female friendship complex honest anything represented hollywood film '
"This odd , poetic road movie , spiked by jolts of pop music , pretty much takes place in Morton 's ever-watchful gaze -- and it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one",4,"`` odd , poetic road movie , spiked bolts pop music , pretty much takes place morton 's ever watchful gaze 's tribute actress , inventive director , journey mesmerizing one ''"
"Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor",4,"'hollywood crafted solid formula successful animated movies , ice age improves , terrific computer graphics , inventive action sequences roll sense humor '"
most virtuous limits,4,'most virtuous limits '
"marvelous documentary touches -- ever so gracefully -- on the entire history of the Yiddish theater , both in America and Israel .",4,"'marvelous documentary touches ever peacefully entire history reddish theater , america israel . '"
elegant,4,'elegant '
"borrows a bit from the classics `` Wait Until Dark '' and `` Extremities '' ... But in terms of its style , the movie is in a class by itself .",4,"`` borrows bit classics wait dark `` extremities `` . terms style , movie class . ''"
"Arliss Howard 's ambitious , moving , and adventurous directorial debut , Big Bad Love",4,"`` artist howard 's ambitious , moving , adventurous directorial debut , big bad love ''"
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone 's flawed but staggering Once Upon a Time in America .,4,`` brilliant work genre since 1984 uncut version sergio leone 's flawed staggering upon time america . ''
"artsy ,",4,"'arts , '"
the rare sequel that 's better than its predecessor,4,`` rare sequel 's better predecessor ''
"find it with Ring , an indisputably spooky film ; with a screenplay to die for",4,"'find ring , indisputable spooky film screenplay die '"
is one of world cinema 's most wondrously gifted artists and storytellers .,4,`` one world cinema 's wondrously gifted artists storyteller . ''
"is awe and affection -- and a strange urge to get on a board and , uh , shred , dude .",4,"'is awe affection strange urge get board , uh , shred , dude . '"
moving and solidly entertaining comedy\/drama,4,'moving solidly entertaining comedy drama '
"is that rare animal known as ' a perfect family film , ' because it 's about family",4,"`` rare animal known ' perfect family film , ' 's family ''"
", it demonstrates that Werner Herzog can still leave us with a sense of wonder at the diverse , marvelously twisted shapes history has taken .",4,"' , demonstrates werner hero still leave us sense wonder diverse , marvelous twisted shapes history taken . '"
"to the French to truly capture the terrifying angst of the modern working man without turning the film into a cheap thriller , a dumb comedy or a sappy melodrama",4,"'to french truly capture terrifying angst modern working man without turning film cheap thriller , dumb comedy happy melodrama '"
original and insightful,4,'original insightful '
engaging and intimate,4,'engaging intimate '
satisfies,4,'satisfies '
extraordinary intelligence and originality,4,'extraordinary intelligence originality '
"Quite simply , a joy to watch and -- especially -- to listen to .",4,"'quite simply , joy watch especially listen . '"
a winner,4,' winner '
It 's that good .,4,`` 's good . ''
to the most enchanting film of the year,4,'to enhancing film year '
Playfully profound ...,4,'playful profound . '
"perfected the art of highly entertaining , self-aggrandizing , politically motivated documentary-making",4,"'perfected art highly entertaining , self aggrandizing , politically motivated documentary making '"
raises some worthwhile themes while delivering a wholesome fantasy for kids,4,'raises worthwhile themes delivering wholesome fantasy kids '
stakes out the emotional heart of Happy,4,'stakes emotional heart happy '
could become a historically significant work as well as a masterfully made one,4,'could become historically significant work well masterful made one '
the best little `` horror '' movie I 've seen in years,4,`` best little horror `` movie 've seen years ''
"Solaris is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , '' never were .",4,"`` solar rigid evasive ways soderbergh 's best films , erin brockovich , `` sight `` ocean 's eleven , `` never . ''"
What makes this film special is Serry 's ability to take what is essentially a contained family conflict and put it into a much larger historical context .,4,`` makes film special sorry 's ability take essentially contained family conflict put much larger historical context . ''
excites,4,'excited '
inspires some -LRB- out-of-field -RRB- creative thought,4,'inspires lrb field rr creative thought '
's mostly a pleasure to watch .,4,`` 's mostly pleasure watch . ''
is a treat,4,'is treat '
feel fully embraced by this gentle comedy,4,'feel fully embraced gentle comedy '
that few movies are able to accomplish,4,'that movies able accomplish '
's a great American adventure and a wonderful film to bring to IMAX .,4,`` 's great american adventure wonderful film bring max . ''
a director who understands how to create and sustain a mood,4,' director understands create sustain mood '
kinetic enough to engross even the most antsy youngsters,4,'kinetic enough gross even ants youngsters '
"Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .",4,"'light years ahead paint number american blockbuster like pearl harbor , least artistically . '"
fascinating literary mystery story,4,'fascinating literary mystery story '
a topnotch foursome,4,' topnotch fearsome '
has clever ways of capturing inner-city life during the Reagan years,4,'has clever ways capturing inner city life reagan years '
come away with a greater knowledge of the facts of Cuban music,4,'come away greater knowledge facts cuban music '
A slam-bang extravaganza that,4,' slam bang extravagant '
